operation_id,visit_id,operation_type,aircraft_category,start_time,end_time,pax,stand_id,stand_type,walking_distance,is_contact
V_M00000_M00001_TURN,V_M00000_M00001,turnaround,C,2026-03-06 00:35:00,2026-03-06 01:40:00,320,107,contato,120.0,1
V_M00003_M00018_TURN,V_M00003_M00018,turnaround,C,2026-03-06 05:00:00,2026-03-06 06:10:00,348,107,contato,120.0,1
V_M00002_M00015_TURN,V_M00002_M00015,turnaround,C,2026-03-06 05:00:00,2026-03-06 06:00:00,348,108,contato,125.0,1
V_M00004_M00017_TURN,V_M00004_M00017,turnaround,C,2026-03-06 05:05:00,2026-03-06 06:05:00,272,110,contato,135.0,1
V_M00005_M00019_TURN,V_M00005_M00019,turnaround,C,2026-03-06 05:05:00,2026-03-06 06:10:00,272,111,contato,140.0,1
V_M00008_M00020_TURN,V_M00008_M00020,turnaround,C,2026-03-06 05:10:00,2026-03-06 06:15:00,272,109,contato,130.0,1
V_M00007_M00049_TURN,V_M00007_M00049,turnaround,C,2026-03-06 05:10:00,2026-03-06 08:00:00,348,119,contato,245.0,1
V_M00009_M00050_TURN,V_M00009_M00050,turnaround,C,2026-03-06 05:15:00,2026-03-06 08:00:00,348,116,contato,230.0,1
V_M00010_M00052_TURN,V_M00010_M00052,turnaround,C,2026-03-06 05:20:00,2026-03-06 08:05:00,348,112,contato,145.0,1
V_M00011_M00057_TURN,V_M00011_M00057,turnaround,C,2026-03-06 05:25:00,2026-03-06 08:10:00,348,118,contato,240.0,1
V_M00012_M00063_TURN,V_M00012_M00063,turnaround,C,2026-03-06 05:30:00,2026-03-06 08:25:00,348,114,contato,155.0,1
V_M00022_M00072_TURN,V_M00022_M00072,turnaround,C,2026-03-06 06:25:00,2026-03-06 08:55:00,348,113,contato,150.0,1
V_M00025_M00060_TURN,V_M00025_M00060,turnaround,C,2026-03-06 06:45:00,2026-03-06 08:20:00,140,135,contato,325.0,1
V_M00026_M00064_TURN,V_M00026_M00064,turnaround,C,2026-03-06 06:50:00,2026-03-06 08:30:00,140,133,contato,315.0,1
V_M00028_M00053_TURN,V_M00028_M00053,turnaround,C,2026-03-06 06:55:00,2026-03-06 08:05:00,272,122,contato,260.0,1
V_M00027_M00046_TURN,V_M00027_M00046,turnaround,C,2026-03-06 06:55:00,2026-03-06 07:50:00,272,132,contato,310.0,1
V_M00029_M00056_TURN,V_M00029_M00056,turnaround,C,2026-03-06 07:00:00,2026-03-06 08:10:00,272,121,contato,255.0,1
V_M00030_M00059_TURN,V_M00030_M00059,turnaround,C,2026-03-06 07:00:00,2026-03-06 08:15:00,272,131,contato,305.0,1
V_M00032_M00066_TURN,V_M00032_M00066,turnaround,C,2026-03-06 07:05:00,2026-03-06 08:35:00,140,134,contato,320.0,1
V_M00034_M00048_TURN,V_M00034_M00048,turnaround,C,2026-03-06 07:10:00,2026-03-06 07:55:00,440,107,contato,120.0,1
V_M00033_M00047_TURN,V_M00033_M00047,turnaround,C,2026-03-06 07:10:00,2026-03-06 07:55:00,372,109,contato,130.0,1
V_M00036_M00062_TURN,V_M00036_M00062,turnaround,C,2026-03-06 07:10:00,2026-03-06 08:25:00,272,125,contato,275.0,1
V_M00035_M00061_TURN,V_M00035_M00061,turnaround,C,2026-03-06 07:10:00,2026-03-06 08:20:00,272,130,contato,300.0,1
V_M00037_M00067_TURN,V_M00037_M00067,turnaround,C,2026-03-06 07:15:00,2026-03-06 08:35:00,272,124,contato,270.0,1
V_M00038_M00068_TURN,V_M00038_M00068,turnaround,C,2026-03-06 07:15:00,2026-03-06 08:40:00,272,129,contato,295.0,1
V_M00041_M00051_TURN,V_M00041_M00051,turnaround,C,2026-03-06 07:20:00,2026-03-06 08:00:00,352,108,contato,125.0,1
V_M00040_M00074_TURN,V_M00040_M00074,turnaround,C,2026-03-06 07:20:00,2026-03-06 09:00:00,348,111,contato,140.0,1
V_M00039_M00070_TURN,V_M00039_M00070,turnaround,C,2026-03-06 07:20:00,2026-03-06 08:45:00,272,127,contato,285.0,1
V_M00043_M00075_TURN,V_M00043_M00075,turnaround,C,2026-03-06 07:25:00,2026-03-06 09:00:00,348,115,contato,160.0,1
V_M00044_M00079_TURN,V_M00044_M00079,turnaround,C,2026-03-06 07:30:00,2026-03-06 09:15:00,272,128,contato,290.0,1
V_M00045_M00073_TURN,V_M00045_M00073,turnaround,C,2026-03-06 07:45:00,2026-03-06 08:55:00,372,110,contato,135.0,1
V_M00055_M00085_TURN,V_M00055_M00085,turnaround,C,2026-03-06 08:10:00,2026-03-06 09:25:00,236,109,contato,130.0,1
V_M00065_M00081_TURN,V_M00065_M00081,turnaround,C,2026-03-06 08:35:00,2026-03-06 09:15:00,372,107,contato,120.0,1
V_M00069_M00083_TURN,V_M00069_M00083,turnaround,C,2026-03-06 08:45:00,2026-03-06 09:25:00,352,108,contato,125.0,1
V_M00076_M00088_TURN,V_M00076_M00088,turnaround,C,2026-03-06 09:05:00,2026-03-06 09:45:00,272,112,contato,145.0,1
V_M00084_M00090_TURN,V_M00084_M00090,turnaround,C,2026-03-06 09:25:00,2026-03-06 09:55:00,348,110,contato,135.0,1
V_M00086_M00093_TURN,V_M00086_M00093,turnaround,C,2026-03-06 09:30:00,2026-03-06 10:15:00,440,107,contato,120.0,1
V_M00087_M00095_TURN,V_M00087_M00095,turnaround,C,2026-03-06 09:35:00,2026-03-06 10:30:00,372,111,contato,140.0,1
V_M00089_M00096_TURN,V_M00089_M00096,turnaround,C,2026-03-06 09:50:00,2026-03-06 10:35:00,352,109,contato,130.0,1
V_M00091_M00098_TURN,V_M00091_M00098,turnaround,C,2026-03-06 10:00:00,2026-03-06 10:40:00,372,108,contato,125.0,1
V_M00094_M00103_TURN,V_M00094_M00103,turnaround,C,2026-03-06 10:30:00,2026-03-06 11:15:00,372,107,contato,120.0,1
V_M00097_M00104_TURN,V_M00097_M00104,turnaround,C,2026-03-06 10:40:00,2026-03-06 11:15:00,140,110,contato,135.0,1
V_M00099_M00111_TURN,V_M00099_M00111,turnaround,C,2026-03-06 10:55:00,2026-03-06 11:40:00,272,108,contato,125.0,1
V_M00100_M00115_TURN,V_M00100_M00115,turnaround,C,2026-03-06 11:05:00,2026-03-06 11:55:00,272,111,contato,140.0,1
V_M00102_M00117_TURN,V_M00102_M00117,turnaround,C,2026-03-06 11:10:00,2026-03-06 12:00:00,272,109,contato,130.0,1
V_M00105_M00151_TURN,V_M00105_M00151,turnaround,C,2026-03-06 11:20:00,2026-03-06 13:50:00,236,121,contato,255.0,1
V_M00106_M00122_TURN,V_M00106_M00122,turnaround,C,2026-03-06 11:25:00,2026-03-06 12:15:00,272,115,contato,160.0,1
V_M00107_M00128_TURN,V_M00107_M00128,turnaround,C,2026-03-06 11:30:00,2026-03-06 12:40:00,272,110,contato,135.0,1
V_M00110_M00123_TURN,V_M00110_M00123,turnaround,C,2026-03-06 11:40:00,2026-03-06 12:20:00,372,107,contato,120.0,1
V_M00109_M00134_TURN,V_M00109_M00134,turnaround,C,2026-03-06 11:40:00,2026-03-06 12:55:00,348,112,contato,145.0,1
V_M00112_M00130_TURN,V_M00112_M00130,turnaround,C,2026-03-06 11:45:00,2026-03-06 12:50:00,272,114,contato,155.0,1
V_M00113_M00131_TURN,V_M00113_M00131,turnaround,C,2026-03-06 11:50:00,2026-03-06 12:50:00,272,116,contato,230.0,1
V_M00114_M00133_TURN,V_M00114_M00133,turnaround,C,2026-03-06 11:55:00,2026-03-06 12:55:00,272,108,contato,125.0,1
V_M00116_M00136_TURN,V_M00116_M00136,turnaround,C,2026-03-06 12:00:00,2026-03-06 13:00:00,272,119,contato,245.0,1
V_M00118_M00153_TURN,V_M00118_M00153,turnaround,C,2026-03-06 12:05:00,2026-03-06 14:05:00,272,118,contato,240.0,1
V_M00119_M00129_TURN,V_M00119_M00129,turnaround,C,2026-03-06 12:05:00,2026-03-06 12:45:00,140,124,contato,270.0,1
V_M00121_M00138_TURN,V_M00121_M00138,turnaround,C,2026-03-06 12:10:00,2026-03-06 13:05:00,348,113,contato,150.0,1
V_M00120_M00137_TURN,V_M00120_M00137,turnaround,A,2026-03-06 12:10:00,2026-03-06 13:05:00,18,125,contato,275.0,1
V_M00126_M00141_TURN,V_M00126_M00141,turnaround,C,2026-03-06 12:25:00,2026-03-06 13:10:00,352,109,contato,130.0,1
V_M00125_M00139_TURN,V_M00125_M00139,turnaround,C,2026-03-06 12:25:00,2026-03-06 13:05:00,352,111,contato,140.0,1
V_M00124_M00144_TURN,V_M00124_M00144,turnaround,C,2026-03-06 12:25:00,2026-03-06 13:15:00,140,122,contato,260.0,1
V_M00127_M00146_TURN,V_M00127_M00146,turnaround,A,2026-03-06 12:40:00,2026-03-06 13:30:00,18,115,contato,160.0,1
V_M00132_M00149_TURN,V_M00132_M00149,turnaround,C,2026-03-06 12:55:00,2026-03-06 13:35:00,372,107,contato,120.0,1
V_M00135_M00159_TURN,V_M00135_M00159,turnaround,C,2026-03-06 13:00:00,2026-03-06 14:25:00,272,110,contato,135.0,1
V_M00140_M00160_TURN,V_M00140_M00160,turnaround,C,2026-03-06 13:10:00,2026-03-06 14:40:00,272,108,contato,125.0,1
V_M00143_M00210_ARR,V_M00143_M00210,arrival,C,2026-03-06 13:15:00,2026-03-06 14:00:00,118,112,contato,145.0,1
V_M00142_M00155_TURN,V_M00142_M00155,turnaround,C,2026-03-06 13:15:00,2026-03-06 14:10:00,140,114,contato,155.0,1
V_M00145_M00164_TURN,V_M00145_M00164,turnaround,C,2026-03-06 13:20:00,2026-03-06 14:50:00,348,113,contato,150.0,1
V_M00148_M00156_TURN,V_M00148_M00156,turnaround,C,2026-03-06 13:35:00,2026-03-06 14:10:00,140,109,contato,130.0,1
V_M00147_M00173_TURN,V_M00147_M00173,turnaround,C,2026-03-06 13:35:00,2026-03-06 15:25:00,272,116,contato,230.0,1
V_M00150_M00165_TURN,V_M00150_M00165,turnaround,C,2026-03-06 13:40:00,2026-03-06 14:50:00,348,111,contato,140.0,1
V_M00152_M00167_TURN,V_M00152_M00167,turnaround,C,2026-03-06 13:55:00,2026-03-06 14:55:00,348,115,contato,160.0,1
V_M00143_M00210_PARK,V_M00143_M00210,parking,C,2026-03-06 14:00:00,2026-03-06 16:35:00,0,229,estacionamento,785.0,0
V_M00154_M00169_TURN,V_M00154_M00169,turnaround,C,2026-03-06 14:10:00,2026-03-06 15:05:00,348,107,contato,120.0,1
V_M00157_M00170_TURN,V_M00157_M00170,turnaround,C,2026-03-06 14:15:00,2026-03-06 15:10:00,348,112,contato,145.0,1
V_M00158_M00178_TURN,V_M00158_M00178,turnaround,C,2026-03-06 14:25:00,2026-03-06 15:45:00,272,118,contato,240.0,1
V_M00162_M00171_TURN,V_M00162_M00171,turnaround,C,2026-03-06 14:40:00,2026-03-06 15:20:00,372,109,contato,130.0,1
V_M00161_M00174_TURN,V_M00161_M00174,turnaround,C,2026-03-06 14:40:00,2026-03-06 15:25:00,352,110,contato,135.0,1
V_M00163_M00179_TURN,V_M00163_M00179,turnaround,C,2026-03-06 14:50:00,2026-03-06 15:55:00,272,114,contato,155.0,1
V_M00166_M00177_TURN,V_M00166_M00177,turnaround,C,2026-03-06 14:55:00,2026-03-06 15:40:00,372,108,contato,125.0,1
V_M00168_M00204_TURN,V_M00168_M00204,turnaround,C,2026-03-06 15:05:00,2026-03-06 17:10:00,272,113,contato,150.0,1
V_M00172_M00185_TURN,V_M00172_M00185,turnaround,C,2026-03-06 15:25:00,2026-03-06 16:10:00,352,111,contato,140.0,1
V_M00176_M00194_TURN,V_M00176_M00194,turnaround,C,2026-03-06 15:40:00,2026-03-06 16:35:00,372,110,contato,135.0,1
V_M00175_M00189_TURN,V_M00175_M00189,turnaround,C,2026-03-06 15:40:00,2026-03-06 16:25:00,140,116,contato,230.0,1
V_M00180_M00195_TURN,V_M00180_M00195,turnaround,C,2026-03-06 15:55:00,2026-03-06 16:35:00,352,108,contato,125.0,1
V_M00181_M00199_TURN,V_M00181_M00199,turnaround,C,2026-03-06 16:00:00,2026-03-06 16:55:00,140,112,contato,145.0,1
V_M00182_M00207_TURN,V_M00182_M00207,turnaround,C,2026-03-06 16:05:00,2026-03-06 17:15:00,272,115,contato,160.0,1
V_M00184_M00213_TURN,V_M00184_M00213,turnaround,C,2026-03-06 16:10:00,2026-03-06 17:25:00,272,119,contato,245.0,1
V_M00183_M00205_TURN,V_M00183_M00205,turnaround,C,2026-03-06 16:10:00,2026-03-06 17:10:00,140,124,contato,270.0,1
V_M00187_M00201_TURN,V_M00187_M00201,turnaround,C,2026-03-06 16:15:00,2026-03-06 17:05:00,352,109,contato,130.0,1
V_M00186_M00217_TURN,V_M00186_M00217,turnaround,C,2026-03-06 16:15:00,2026-03-06 17:35:00,272,114,contato,155.0,1
V_M00188_M00206_TURN,V_M00188_M00206,turnaround,C,2026-03-06 16:20:00,2026-03-06 17:10:00,372,107,contato,120.0,1
V_M00190_M00218_TURN,V_M00190_M00218,turnaround,C,2026-03-06 16:25:00,2026-03-06 17:40:00,272,111,contato,140.0,1
V_M00192_M00221_TURN,V_M00192_M00221,turnaround,C,2026-03-06 16:30:00,2026-03-06 17:55:00,236,121,contato,255.0,1
V_M00191_M00212_TURN,V_M00191_M00212,turnaround,A,2026-03-06 16:30:00,2026-03-06 17:25:00,18,128,contato,290.0,1
V_M00193_M00208_TURN,V_M00193_M00208,turnaround,C,2026-03-06 16:35:00,2026-03-06 17:20:00,140,122,contato,260.0,1
V_M00143_M00210_DEP,V_M00143_M00210,departure,C,2026-03-06 16:35:00,2026-03-06 17:20:00,118,127,contato,285.0,1
V_M00196_M00225_TURN,V_M00196_M00225,turnaround,E,2026-03-06 16:40:00,2026-03-06 18:10:00,596,117,contato,235.0,1
V_M00197_M00227_TURN,V_M00197_M00227,turnaround,C,2026-03-06 16:50:00,2026-03-06 18:15:00,272,110,contato,135.0,1
V_M00198_M00214_TURN,V_M00198_M00214,turnaround,C,2026-03-06 16:50:00,2026-03-06 17:30:00,140,125,contato,275.0,1
V_M00200_M00219_TURN,V_M00200_M00219,turnaround,C,2026-03-06 17:00:00,2026-03-06 17:40:00,352,108,contato,125.0,1
V_M00202_M00222_TURN,V_M00202_M00222,turnaround,C,2026-03-06 17:10:00,2026-03-06 17:55:00,348,112,contato,145.0,1
V_M00209_M00228_TURN,V_M00209_M00228,turnaround,C,2026-03-06 17:20:00,2026-03-06 18:20:00,372,109,contato,130.0,1
V_M00211_M00223_TURN,V_M00211_M00223,turnaround,C,2026-03-06 17:25:00,2026-03-06 18:10:00,352,113,contato,150.0,1
V_M00216_M00231_TURN,V_M00216_M00231,turnaround,C,2026-03-06 17:35:00,2026-03-06 18:25:00,372,107,contato,120.0,1
V_M00215_M00230_TURN,V_M00215_M00230,turnaround,A,2026-03-06 17:35:00,2026-03-06 18:25:00,18,115,contato,160.0,1
V_M00220_M00234_TURN,V_M00220_M00234,turnaround,C,2026-03-06 17:50:00,2026-03-06 18:35:00,272,114,contato,155.0,1
V_M00224_M00237_TURN,V_M00224_M00237,turnaround,C,2026-03-06 18:10:00,2026-03-06 18:50:00,272,112,contato,145.0,1
V_M00226_M00239_TURN,V_M00226_M00239,turnaround,C,2026-03-06 18:15:00,2026-03-06 19:05:00,272,111,contato,140.0,1
V_M00229_M00240_TURN,V_M00229_M00240,turnaround,C,2026-03-06 18:25:00,2026-03-06 19:05:00,140,113,contato,150.0,1
V_M00232_M00242_TURN,V_M00232_M00242,turnaround,C,2026-03-06 18:30:00,2026-03-06 19:10:00,372,108,contato,125.0,1
V_M00233_M00244_TURN,V_M00233_M00244,turnaround,C,2026-03-06 18:35:00,2026-03-06 19:20:00,348,109,contato,130.0,1
V_M00235_M00280_TURN,V_M00235_M00280,turnaround,C,2026-03-06 18:40:00,2026-03-06 21:00:00,348,115,contato,160.0,1
V_M00236_M00246_TURN,V_M00236_M00246,turnaround,C,2026-03-06 18:45:00,2026-03-06 19:25:00,372,107,contato,120.0,1
V_M00238_M00252_TURN,V_M00238_M00252,turnaround,C,2026-03-06 19:00:00,2026-03-06 19:50:00,372,110,contato,135.0,1
V_M00241_M00265_TURN,V_M00241_M00265,turnaround,C,2026-03-06 19:10:00,2026-03-06 20:35:00,352,112,contato,145.0,1
V_M00243_M00258_TURN,V_M00243_M00258,turnaround,C,2026-03-06 19:15:00,2026-03-06 20:05:00,272,114,contato,155.0,1
V_M00247_M00260_TURN,V_M00247_M00260,turnaround,C,2026-03-06 19:30:00,2026-03-06 20:10:00,272,108,contato,125.0,1
V_M00248_M00290_TURN,V_M00248_M00290,turnaround,C,2026-03-06 19:35:00,2026-03-06 21:45:00,348,116,contato,230.0,1
V_M00249_M00264_TURN,V_M00249_M00264,turnaround,C,2026-03-06 19:45:00,2026-03-06 20:30:00,440,107,contato,120.0,1
V_M00250_M00291_TURN,V_M00250_M00291,turnaround,D,2026-03-06 19:45:00,2026-03-06 21:45:00,242,126,contato,280.0,1
V_M00251_M00281_TURN,V_M00251_M00281,turnaround,C,2026-03-06 19:50:00,2026-03-06 21:05:00,272,113,contato,150.0,1
V_M00254_M00273_TURN,V_M00254_M00273,turnaround,C,2026-03-06 19:55:00,2026-03-06 20:45:00,372,109,contato,130.0,1
V_M00255_M00270_TURN,V_M00255_M00270,turnaround,C,2026-03-06 19:55:00,2026-03-06 20:40:00,352,111,contato,140.0,1
V_M00253_M00298_TURN,V_M00253_M00298,turnaround,C,2026-03-06 19:55:00,2026-03-06 22:00:00,348,118,contato,240.0,1
V_M00257_M00301_TURN,V_M00257_M00301,turnaround,C,2026-03-06 20:05:00,2026-03-06 22:05:00,348,110,contato,135.0,1
V_M00259_M00293_TURN,V_M00259_M00293,turnaround,C,2026-03-06 20:10:00,2026-03-06 21:50:00,140,133,contato,315.0,1
V_M00261_M00314_TURN,V_M00261_M00314,turnaround,C,2026-03-06 20:20:00,2026-03-06 22:55:00,348,119,contato,245.0,1
V_M00262_M00287_TURN,V_M00262_M00287,turnaround,C,2026-03-06 20:25:00,2026-03-06 21:35:00,272,108,contato,125.0,1
V_M00263_M00297_TURN,V_M00263_M00297,turnaround,C,2026-03-06 20:30:00,2026-03-06 21:55:00,140,132,contato,310.0,1
V_M00266_M00292_TURN,V_M00266_M00292,turnaround,C,2026-03-06 20:35:00,2026-03-06 21:50:00,272,129,contato,295.0,1
V_M00267_M00289_TURN,V_M00267_M00289,turnaround,C,2026-03-06 20:35:00,2026-03-06 21:45:00,272,130,contato,300.0,1
V_M00268_M00315_TURN,V_M00268_M00315,turnaround,C,2026-03-06 20:40:00,2026-03-06 22:55:00,348,121,contato,255.0,1
V_M00272_M00316_TURN,V_M00272_M00316,turnaround,C,2026-03-06 20:45:00,2026-03-06 23:10:00,348,114,contato,155.0,1
V_M00271_M00299_TURN,V_M00271_M00299,turnaround,C,2026-03-06 20:45:00,2026-03-06 22:00:00,272,128,contato,290.0,1
V_M00275_M00317_TURN,V_M00275_M00317,turnaround,C,2026-03-06 20:50:00,2026-03-06 23:10:00,348,112,contato,145.0,1
V_M00274_M00313_TURN,V_M00274_M00313,turnaround,C,2026-03-06 20:50:00,2026-03-06 22:50:00,140,134,contato,320.0,1
V_M00276_M00320_TURN,V_M00276_M00320,turnaround,C,2026-03-06 20:55:00,2026-03-06 23:25:00,348,111,contato,140.0,1
V_M00278_M00303_TURN,V_M00278_M00303,turnaround,C,2026-03-06 21:00:00,2026-03-06 22:15:00,272,107,contato,120.0,1
V_M00279_M00321_TURN,V_M00279_M00321,turnaround,C,2026-03-06 21:00:00,2026-03-06 23:25:00,348,109,contato,130.0,1
V_M00282_M00304_TURN,V_M00282_M00304,turnaround,C,2026-03-06 21:05:00,2026-03-06 22:20:00,272,131,contato,305.0,1
V_M00285_M00307_TURN,V_M00285_M00307,turnaround,C,2026-03-06 21:15:00,2026-03-06 22:30:00,272,122,contato,260.0,1
V_M00286_M00318_TURN,V_M00286_M00318,turnaround,C,2026-03-06 21:35:00,2026-03-06 23:20:00,272,124,contato,270.0,1
V_M00288_M00322_TURN,V_M00288_M00322,turnaround,C,2026-03-06 21:45:00,2026-03-06 23:30:00,272,113,contato,150.0,1
V_M00294_M00326_TURN,V_M00294_M00326,turnaround,C,2026-03-06 21:50:00,2026-03-06 23:50:00,348,108,contato,125.0,1
V_M00296_M00323_TURN,V_M00296_M00323,turnaround,C,2026-03-06 21:55:00,2026-03-06 23:35:00,272,115,contato,160.0,1
V_M00309_M00325_TURN,V_M00309_M00325,turnaround,C,2026-03-06 22:35:00,2026-03-06 23:50:00,272,107,contato,120.0,1
V_M00311_M00328_TURN,V_M00311_M00328,turnaround,C,2026-03-06 22:40:00,2026-03-06 23:55:00,272,110,contato,135.0,1
V_M00329_M00330_TURN,V_M00329_M00330,turnaround,C,2026-03-07 00:35:00,2026-03-07 01:40:00,320,107,contato,120.0,1
V_M00331_M00342_TURN,V_M00331_M00342,turnaround,C,2026-03-07 05:00:00,2026-03-07 06:00:00,348,107,contato,120.0,1
V_M00332_M00372_TURN,V_M00332_M00372,turnaround,C,2026-03-07 05:00:00,2026-03-07 07:50:00,348,114,contato,155.0,1
V_M00334_M00346_TURN,V_M00334_M00346,turnaround,C,2026-03-07 05:05:00,2026-03-07 06:15:00,272,108,contato,125.0,1
V_M00333_M00343_TURN,V_M00333_M00343,turnaround,C,2026-03-07 05:05:00,2026-03-07 06:05:00,272,110,contato,135.0,1
V_M00336_M00369_TURN,V_M00336_M00369,turnaround,C,2026-03-07 05:10:00,2026-03-07 07:40:00,272,109,contato,130.0,1
V_M00337_M00373_TURN,V_M00337_M00373,turnaround,C,2026-03-07 05:10:00,2026-03-07 07:50:00,348,111,contato,140.0,1
V_M00338_M00377_TURN,V_M00338_M00377,turnaround,C,2026-03-07 05:15:00,2026-03-07 08:00:00,348,112,contato,145.0,1
V_M00339_M00378_TURN,V_M00339_M00378,turnaround,C,2026-03-07 05:20:00,2026-03-07 08:00:00,348,115,contato,160.0,1
V_M00340_M00381_TURN,V_M00340_M00381,turnaround,C,2026-03-07 05:25:00,2026-03-07 08:05:00,348,113,contato,150.0,1
V_M00348_M00382_TURN,V_M00348_M00382,turnaround,C,2026-03-07 06:35:00,2026-03-07 08:10:00,348,118,contato,240.0,1
V_M00350_M00386_TURN,V_M00350_M00386,turnaround,C,2026-03-07 06:45:00,2026-03-07 08:20:00,140,134,contato,320.0,1
V_M00351_M00390_TURN,V_M00351_M00390,turnaround,C,2026-03-07 06:50:00,2026-03-07 08:30:00,140,132,contato,310.0,1
V_M00353_M00375_TURN,V_M00353_M00375,turnaround,C,2026-03-07 06:55:00,2026-03-07 07:55:00,272,125,contato,275.0,1
V_M00352_M00371_TURN,V_M00352_M00371,turnaround,C,2026-03-07 06:55:00,2026-03-07 07:45:00,272,131,contato,305.0,1
V_M00355_M00380_TURN,V_M00355_M00380,turnaround,C,2026-03-07 07:00:00,2026-03-07 08:05:00,272,124,contato,270.0,1
V_M00354_M00384_TURN,V_M00354_M00384,turnaround,C,2026-03-07 07:00:00,2026-03-07 08:15:00,272,128,contato,290.0,1
V_M00358_M00397_TURN,V_M00358_M00397,turnaround,C,2026-03-07 07:05:00,2026-03-07 08:45:00,140,133,contato,315.0,1
V_M00359_M00376_TURN,V_M00359_M00376,turnaround,C,2026-03-07 07:10:00,2026-03-07 07:55:00,440,107,contato,120.0,1
V_M00361_M00387_TURN,V_M00361_M00387,turnaround,C,2026-03-07 07:10:00,2026-03-07 08:20:00,272,119,contato,245.0,1
V_M00360_M00385_TURN,V_M00360_M00385,turnaround,C,2026-03-07 07:10:00,2026-03-07 08:15:00,272,130,contato,300.0,1
V_M00363_M00389_TURN,V_M00363_M00389,turnaround,C,2026-03-07 07:15:00,2026-03-07 08:25:00,272,121,contato,255.0,1
V_M00362_M00388_TURN,V_M00362_M00388,turnaround,C,2026-03-07 07:15:00,2026-03-07 08:25:00,272,122,contato,260.0,1
V_M00365_M00383_TURN,V_M00365_M00383,turnaround,C,2026-03-07 07:20:00,2026-03-07 08:10:00,348,116,contato,230.0,1
V_M00364_M00391_TURN,V_M00364_M00391,turnaround,C,2026-03-07 07:20:00,2026-03-07 08:30:00,272,129,contato,295.0,1
V_M00367_M00395_TURN,V_M00367_M00395,turnaround,C,2026-03-07 07:25:00,2026-03-07 08:40:00,348,110,contato,135.0,1
V_M00368_M00396_TURN,V_M00368_M00396,turnaround,C,2026-03-07 07:30:00,2026-03-07 08:45:00,272,127,contato,285.0,1
V_M00370_M00393_TURN,V_M00370_M00393,turnaround,C,2026-03-07 07:45:00,2026-03-07 08:35:00,372,108,contato,125.0,1
V_M00374_M00398_TURN,V_M00374_M00398,turnaround,C,2026-03-07 07:55:00,2026-03-07 08:45:00,352,109,contato,130.0,1
V_M00394_M00412_TURN,V_M00394_M00412,turnaround,C,2026-03-07 08:40:00,2026-03-07 10:20:00,372,111,contato,140.0,1
V_M00401_M00407_TURN,V_M00401_M00407,turnaround,C,2026-03-07 09:05:00,2026-03-07 09:45:00,272,107,contato,120.0,1
V_M00404_M00414_TURN,V_M00404_M00414,turnaround,C,2026-03-07 09:10:00,2026-03-07 10:30:00,372,110,contato,135.0,1
V_M00406_M00411_TURN,V_M00406_M00411,turnaround,C,2026-03-07 09:30:00,2026-03-07 10:15:00,440,108,contato,125.0,1
V_M00408_M00415_TURN,V_M00408_M00415,turnaround,C,2026-03-07 09:50:00,2026-03-07 10:35:00,352,112,contato,145.0,1
V_M00409_M00420_TURN,V_M00409_M00420,turnaround,C,2026-03-07 10:00:00,2026-03-07 11:05:00,372,107,contato,120.0,1
V_M00410_M00418_TURN,V_M00410_M00418,turnaround,C,2026-03-07 10:15:00,2026-03-07 10:55:00,272,113,contato,150.0,1
V_M00413_M00423_TURN,V_M00413_M00423,turnaround,C,2026-03-07 10:25:00,2026-03-07 11:10:00,372,109,contato,130.0,1
V_M00416_M00425_TURN,V_M00416_M00425,turnaround,C,2026-03-07 10:40:00,2026-03-07 11:15:00,140,111,contato,140.0,1
V_M00417_M00436_TURN,V_M00417_M00436,turnaround,C,2026-03-07 10:50:00,2026-03-07 12:05:00,372,108,contato,125.0,1
V_M00419_M00445_TURN,V_M00419_M00445,turnaround,C,2026-03-07 11:05:00,2026-03-07 12:35:00,272,112,contato,145.0,1
V_M00421_M00446_TURN,V_M00421_M00446,turnaround,C,2026-03-07 11:10:00,2026-03-07 12:40:00,272,110,contato,135.0,1
V_M00422_M00447_TURN,V_M00422_M00447,turnaround,C,2026-03-07 11:10:00,2026-03-07 12:40:00,272,115,contato,160.0,1
V_M00424_M00450_TURN,V_M00424_M00450,turnaround,C,2026-03-07 11:15:00,2026-03-07 12:50:00,272,113,contato,150.0,1
V_M00426_M00449_TURN,V_M00426_M00449,turnaround,C,2026-03-07 11:20:00,2026-03-07 12:45:00,372,107,contato,120.0,1
V_M00427_M00435_TURN,V_M00427_M00435,turnaround,C,2026-03-07 11:25:00,2026-03-07 12:00:00,236,109,contato,130.0,1
V_M00428_M00451_TURN,V_M00428_M00451,turnaround,C,2026-03-07 11:30:00,2026-03-07 12:50:00,272,125,contato,275.0,1
V_M00429_M00452_TURN,V_M00429_M00452,turnaround,C,2026-03-07 11:40:00,2026-03-07 12:55:00,348,111,contato,140.0,1
V_M00430_M00455_TURN,V_M00430_M00455,turnaround,C,2026-03-07 11:40:00,2026-03-07 13:00:00,272,121,contato,255.0,1
V_M00431_M00456_TURN,V_M00431_M00456,turnaround,C,2026-03-07 11:45:00,2026-03-07 13:00:00,272,124,contato,270.0,1
V_M00432_M00468_TURN,V_M00432_M00468,turnaround,C,2026-03-07 11:55:00,2026-03-07 13:40:00,348,114,contato,155.0,1
V_M00433_M00461_TURN,V_M00433_M00461,turnaround,C,2026-03-07 11:55:00,2026-03-07 13:10:00,272,119,contato,245.0,1
