operation_id,visit_id,operation_type,aircraft_category,start_time,end_time,pax,stand_id,stand_type,walking_distance,is_contact
V_M04257_M04293_TURN,V_M04257_M04293,turnaround,C,2026-03-19 19:55:00,2026-03-19 21:45:00,348,119,contato,245.0,1
V_M04262_M04298_TURN,V_M04262_M04298,turnaround,C,2026-03-19 20:10:00,2026-03-19 21:55:00,140,129,contato,295.0,1
V_M04265_M04300_TURN,V_M04265_M04300,turnaround,C,2026-03-19 20:20:00,2026-03-19 22:00:00,348,110,contato,135.0,1
V_M04266_M04311_TURN,V_M04266_M04311,turnaround,C,2026-03-19 20:20:00,2026-03-19 22:40:00,348,118,contato,240.0,1
V_M04267_M04292_TURN,V_M04267_M04292,turnaround,C,2026-03-19 20:25:00,2026-03-19 21:45:00,272,122,contato,260.0,1
V_M04269_M04296_TURN,V_M04269_M04296,turnaround,C,2026-03-19 20:35:00,2026-03-19 21:50:00,272,124,contato,270.0,1
V_M04272_M04314_TURN,V_M04272_M04314,turnaround,C,2026-03-19 20:40:00,2026-03-19 22:55:00,348,109,contato,130.0,1
V_M04274_M04315_TURN,V_M04274_M04315,turnaround,C,2026-03-19 20:45:00,2026-03-19 22:55:00,348,115,contato,160.0,1
V_M04273_M04299_TURN,V_M04273_M04299,turnaround,C,2026-03-19 20:45:00,2026-03-19 22:00:00,272,127,contato,285.0,1
V_M04276_M04316_TURN,V_M04276_M04316,turnaround,C,2026-03-19 20:50:00,2026-03-19 23:10:00,348,113,contato,150.0,1
V_M04277_M04313_TURN,V_M04277_M04313,turnaround,C,2026-03-19 20:50:00,2026-03-19 22:50:00,140,130,contato,300.0,1
V_M04278_M04317_TURN,V_M04278_M04317,turnaround,C,2026-03-19 20:55:00,2026-03-19 23:10:00,348,121,contato,255.0,1
V_M04281_M04306_TURN,V_M04281_M04306,turnaround,C,2026-03-19 21:00:00,2026-03-19 22:20:00,272,107,contato,120.0,1
V_M04282_M04303_TURN,V_M04282_M04303,turnaround,C,2026-03-19 21:00:00,2026-03-19 22:15:00,272,108,contato,125.0,1
V_M04283_M04320_TURN,V_M04283_M04320,turnaround,C,2026-03-19 21:00:00,2026-03-19 23:25:00,348,111,contato,140.0,1
V_M04284_M04318_TURN,V_M04284_M04318,turnaround,C,2026-03-19 21:05:00,2026-03-19 23:20:00,272,125,contato,275.0,1
V_M04288_M04322_TURN,V_M04288_M04322,turnaround,C,2026-03-19 21:15:00,2026-03-19 23:30:00,272,128,contato,290.0,1
V_M04290_M04323_TURN,V_M04290_M04323,turnaround,C,2026-03-19 21:35:00,2026-03-19 23:35:00,272,116,contato,230.0,1
V_M04291_M04321_TURN,V_M04291_M04321,turnaround,C,2026-03-19 21:45:00,2026-03-19 23:25:00,348,112,contato,145.0,1
V_M04294_M04326_TURN,V_M04294_M04326,turnaround,C,2026-03-19 21:50:00,2026-03-19 23:50:00,348,114,contato,155.0,1
V_M04307_M04324_TURN,V_M04307_M04324,turnaround,C,2026-03-19 22:25:00,2026-03-19 23:35:00,272,110,contato,135.0,1
V_M04310_M04327_TURN,V_M04310_M04327,turnaround,C,2026-03-19 22:40:00,2026-03-19 23:50:00,272,108,contato,125.0,1
V_M04312_M04329_TURN,V_M04312_M04329,turnaround,C,2026-03-19 22:50:00,2026-03-19 23:55:00,272,107,contato,120.0,1
V_M04330_M04331_TURN,V_M04330_M04331,turnaround,C,2026-03-20 00:35:00,2026-03-20 01:40:00,320,107,contato,120.0,1
V_M04333_M04348_TURN,V_M04333_M04348,turnaround,C,2026-03-20 05:00:00,2026-03-20 06:10:00,348,107,contato,120.0,1
V_M04332_M04344_TURN,V_M04332_M04344,turnaround,C,2026-03-20 05:00:00,2026-03-20 06:00:00,348,108,contato,125.0,1
V_M04336_M04349_TURN,V_M04336_M04349,turnaround,C,2026-03-20 05:05:00,2026-03-20 06:10:00,272,109,contato,130.0,1
V_M04335_M04347_TURN,V_M04335_M04347,turnaround,C,2026-03-20 05:05:00,2026-03-20 06:05:00,272,110,contato,135.0,1
V_M04337_M04350_TURN,V_M04337_M04350,turnaround,C,2026-03-20 05:10:00,2026-03-20 06:15:00,272,111,contato,140.0,1
V_M04338_M04379_TURN,V_M04338_M04379,turnaround,C,2026-03-20 05:10:00,2026-03-20 08:00:00,348,112,contato,145.0,1
V_M04339_M04380_TURN,V_M04339_M04380,turnaround,C,2026-03-20 05:15:00,2026-03-20 08:00:00,348,119,contato,245.0,1
V_M04340_M04383_TURN,V_M04340_M04383,turnaround,C,2026-03-20 05:20:00,2026-03-20 08:05:00,348,115,contato,160.0,1
V_M04341_M04387_TURN,V_M04341_M04387,turnaround,C,2026-03-20 05:25:00,2026-03-20 08:10:00,348,114,contato,155.0,1
V_M04342_M04393_TURN,V_M04342_M04393,turnaround,C,2026-03-20 05:30:00,2026-03-20 08:25:00,348,118,contato,240.0,1
V_M04352_M04403_TURN,V_M04352_M04403,turnaround,C,2026-03-20 06:25:00,2026-03-20 08:55:00,348,116,contato,230.0,1
V_M04355_M04390_TURN,V_M04355_M04390,turnaround,C,2026-03-20 06:45:00,2026-03-20 08:20:00,140,135,contato,325.0,1
V_M04356_M04394_TURN,V_M04356_M04394,turnaround,C,2026-03-20 06:50:00,2026-03-20 08:30:00,140,134,contato,320.0,1
V_M04358_M04382_TURN,V_M04358_M04382,turnaround,C,2026-03-20 06:55:00,2026-03-20 08:05:00,272,124,contato,270.0,1
V_M04357_M04376_TURN,V_M04357_M04376,turnaround,C,2026-03-20 06:55:00,2026-03-20 07:50:00,272,132,contato,310.0,1
V_M04359_M04389_TURN,V_M04359_M04389,turnaround,C,2026-03-20 07:00:00,2026-03-20 08:15:00,272,122,contato,260.0,1
V_M04360_M04386_TURN,V_M04360_M04386,turnaround,C,2026-03-20 07:00:00,2026-03-20 08:10:00,272,130,contato,300.0,1
V_M04362_M04396_TURN,V_M04362_M04396,turnaround,C,2026-03-20 07:05:00,2026-03-20 08:35:00,140,133,contato,315.0,1
V_M04363_M04378_TURN,V_M04363_M04378,turnaround,C,2026-03-20 07:10:00,2026-03-20 07:55:00,440,107,contato,120.0,1
V_M04364_M04377_TURN,V_M04364_M04377,turnaround,C,2026-03-20 07:10:00,2026-03-20 07:55:00,372,109,contato,130.0,1
V_M04366_M04392_TURN,V_M04366_M04392,turnaround,C,2026-03-20 07:10:00,2026-03-20 08:25:00,272,121,contato,255.0,1
V_M04365_M04391_TURN,V_M04365_M04391,turnaround,C,2026-03-20 07:10:00,2026-03-20 08:20:00,272,131,contato,305.0,1
V_M04368_M04397_TURN,V_M04368_M04397,turnaround,C,2026-03-20 07:15:00,2026-03-20 08:35:00,272,127,contato,285.0,1
V_M04367_M04398_TURN,V_M04367_M04398,turnaround,C,2026-03-20 07:15:00,2026-03-20 08:40:00,272,128,contato,290.0,1
V_M04371_M04381_TURN,V_M04371_M04381,turnaround,C,2026-03-20 07:20:00,2026-03-20 08:00:00,352,108,contato,125.0,1
V_M04370_M04404_TURN,V_M04370_M04404,turnaround,C,2026-03-20 07:20:00,2026-03-20 09:00:00,348,111,contato,140.0,1
V_M04369_M04401_TURN,V_M04369_M04401,turnaround,C,2026-03-20 07:20:00,2026-03-20 08:45:00,272,125,contato,275.0,1
V_M04373_M04405_TURN,V_M04373_M04405,turnaround,C,2026-03-20 07:25:00,2026-03-20 09:00:00,348,113,contato,150.0,1
V_M04374_M04409_TURN,V_M04374_M04409,turnaround,C,2026-03-20 07:30:00,2026-03-20 09:15:00,272,129,contato,295.0,1
V_M04375_M04402_TURN,V_M04375_M04402,turnaround,C,2026-03-20 07:45:00,2026-03-20 08:55:00,372,110,contato,135.0,1
V_M04385_M04414_TURN,V_M04385_M04414,turnaround,C,2026-03-20 08:10:00,2026-03-20 09:25:00,236,109,contato,130.0,1
V_M04395_M04411_TURN,V_M04395_M04411,turnaround,C,2026-03-20 08:35:00,2026-03-20 09:15:00,372,107,contato,120.0,1
V_M04400_M04415_TURN,V_M04400_M04415,turnaround,C,2026-03-20 08:45:00,2026-03-20 09:25:00,352,108,contato,125.0,1
V_M04406_M04418_TURN,V_M04406_M04418,turnaround,C,2026-03-20 09:05:00,2026-03-20 09:45:00,272,112,contato,145.0,1
V_M04413_M04420_TURN,V_M04413_M04420,turnaround,C,2026-03-20 09:25:00,2026-03-20 09:55:00,348,110,contato,135.0,1
V_M04416_M04423_TURN,V_M04416_M04423,turnaround,C,2026-03-20 09:30:00,2026-03-20 10:15:00,352,107,contato,120.0,1
V_M04417_M04426_TURN,V_M04417_M04426,turnaround,C,2026-03-20 09:35:00,2026-03-20 10:30:00,372,111,contato,140.0,1
V_M04419_M04427_TURN,V_M04419_M04427,turnaround,C,2026-03-20 09:50:00,2026-03-20 10:35:00,352,109,contato,130.0,1
V_M04421_M04429_TURN,V_M04421_M04429,turnaround,C,2026-03-20 10:00:00,2026-03-20 10:40:00,372,108,contato,125.0,1
V_M04424_M04435_TURN,V_M04424_M04435,turnaround,C,2026-03-20 10:20:00,2026-03-20 11:15:00,372,110,contato,135.0,1
V_M04425_M04436_TURN,V_M04425_M04436,turnaround,C,2026-03-20 10:30:00,2026-03-20 11:15:00,372,107,contato,120.0,1
V_M04428_M04434_TURN,V_M04428_M04434,turnaround,C,2026-03-20 10:40:00,2026-03-20 11:15:00,140,112,contato,145.0,1
V_M04430_M04441_TURN,V_M04430_M04441,turnaround,C,2026-03-20 10:55:00,2026-03-20 11:40:00,272,109,contato,130.0,1
V_M04432_M04447_TURN,V_M04432_M04447,turnaround,C,2026-03-20 11:05:00,2026-03-20 11:55:00,272,111,contato,140.0,1
V_M04433_M04449_TURN,V_M04433_M04449,turnaround,C,2026-03-20 11:10:00,2026-03-20 12:00:00,272,108,contato,125.0,1
V_M04437_M04481_TURN,V_M04437_M04481,turnaround,C,2026-03-20 11:20:00,2026-03-20 13:50:00,236,119,contato,245.0,1
V_M04438_M04454_TURN,V_M04438_M04454,turnaround,C,2026-03-20 11:25:00,2026-03-20 12:15:00,272,114,contato,155.0,1
V_M04440_M04459_TURN,V_M04440_M04459,turnaround,C,2026-03-20 11:30:00,2026-03-20 12:40:00,272,110,contato,135.0,1
V_M04442_M04455_TURN,V_M04442_M04455,turnaround,C,2026-03-20 11:40:00,2026-03-20 12:20:00,372,107,contato,120.0,1
V_M04443_M04465_TURN,V_M04443_M04465,turnaround,C,2026-03-20 11:40:00,2026-03-20 12:55:00,348,112,contato,145.0,1
V_M04444_M04461_TURN,V_M04444_M04461,turnaround,C,2026-03-20 11:45:00,2026-03-20 12:50:00,272,116,contato,230.0,1
V_M04445_M04462_TURN,V_M04445_M04462,turnaround,C,2026-03-20 11:50:00,2026-03-20 12:50:00,272,113,contato,150.0,1
V_M04446_M04464_TURN,V_M04446_M04464,turnaround,C,2026-03-20 11:55:00,2026-03-20 12:55:00,272,109,contato,130.0,1
V_M04448_M04467_TURN,V_M04448_M04467,turnaround,C,2026-03-20 12:00:00,2026-03-20 13:00:00,272,115,contato,160.0,1
V_M04450_M04483_TURN,V_M04450_M04483,turnaround,C,2026-03-20 12:05:00,2026-03-20 14:05:00,272,118,contato,240.0,1
V_M04451_M04460_TURN,V_M04451_M04460,turnaround,C,2026-03-20 12:05:00,2026-03-20 12:45:00,140,122,contato,260.0,1
V_M04452_M04469_TURN,V_M04452_M04469,turnaround,C,2026-03-20 12:10:00,2026-03-20 13:05:00,348,111,contato,140.0,1
V_M04453_M04468_TURN,V_M04453_M04468,turnaround,A,2026-03-20 12:10:00,2026-03-20 13:05:00,18,124,contato,270.0,1
V_M04457_M04470_TURN,V_M04457_M04470,turnaround,C,2026-03-20 12:25:00,2026-03-20 13:10:00,352,108,contato,125.0,1
V_M04456_M04474_TURN,V_M04456_M04474,turnaround,C,2026-03-20 12:25:00,2026-03-20 13:15:00,140,121,contato,255.0,1
V_M04458_M04476_TURN,V_M04458_M04476,turnaround,A,2026-03-20 12:40:00,2026-03-20 13:30:00,18,114,contato,155.0,1
V_M04463_M04479_TURN,V_M04463_M04479,turnaround,C,2026-03-20 12:55:00,2026-03-20 13:35:00,372,107,contato,120.0,1
V_M04466_M04488_TURN,V_M04466_M04488,turnaround,C,2026-03-20 13:00:00,2026-03-20 14:25:00,272,110,contato,135.0,1
V_M04471_M04492_TURN,V_M04471_M04492,turnaround,C,2026-03-20 13:10:00,2026-03-20 14:40:00,272,109,contato,130.0,1
V_M04473_M04539_ARR,V_M04473_M04539,arrival,C,2026-03-20 13:15:00,2026-03-20 14:00:00,118,112,contato,145.0,1
V_M04472_M04485_TURN,V_M04472_M04485,turnaround,C,2026-03-20 13:15:00,2026-03-20 14:10:00,140,113,contato,150.0,1
V_M04475_M04494_TURN,V_M04475_M04494,turnaround,C,2026-03-20 13:20:00,2026-03-20 14:50:00,348,111,contato,140.0,1
V_M04478_M04486_TURN,V_M04478_M04486,turnaround,C,2026-03-20 13:35:00,2026-03-20 14:10:00,140,108,contato,125.0,1
V_M04477_M04503_TURN,V_M04477_M04503,turnaround,C,2026-03-20 13:35:00,2026-03-20 15:25:00,272,116,contato,230.0,1
V_M04480_M04495_TURN,V_M04480_M04495,turnaround,C,2026-03-20 13:40:00,2026-03-20 14:50:00,348,115,contato,160.0,1
V_M04482_M04496_TURN,V_M04482_M04496,turnaround,C,2026-03-20 13:55:00,2026-03-20 14:55:00,348,107,contato,120.0,1
V_M04473_M04539_PARK,V_M04473_M04539,parking,C,2026-03-20 14:00:00,2026-03-20 16:35:00,0,229,estacionamento,785.0,0
V_M04484_M04498_TURN,V_M04484_M04498,turnaround,C,2026-03-20 14:10:00,2026-03-20 15:05:00,348,114,contato,155.0,1
V_M04487_M04500_TURN,V_M04487_M04500,turnaround,C,2026-03-20 14:15:00,2026-03-20 15:10:00,348,112,contato,145.0,1
V_M04489_M04508_TURN,V_M04489_M04508,turnaround,C,2026-03-20 14:25:00,2026-03-20 15:45:00,272,113,contato,150.0,1
V_M04491_M04504_TURN,V_M04491_M04504,turnaround,C,2026-03-20 14:40:00,2026-03-20 15:25:00,440,108,contato,125.0,1
V_M04490_M04501_TURN,V_M04490_M04501,turnaround,C,2026-03-20 14:40:00,2026-03-20 15:20:00,372,110,contato,135.0,1
V_M04493_M04510_TURN,V_M04493_M04510,turnaround,C,2026-03-20 14:50:00,2026-03-20 15:55:00,272,118,contato,240.0,1
V_M04497_M04507_TURN,V_M04497_M04507,turnaround,C,2026-03-20 14:55:00,2026-03-20 15:40:00,372,109,contato,130.0,1
V_M04499_M04533_TURN,V_M04499_M04533,turnaround,C,2026-03-20 15:05:00,2026-03-20 17:10:00,272,119,contato,245.0,1
V_M04502_M04515_TURN,V_M04502_M04515,turnaround,C,2026-03-20 15:25:00,2026-03-20 16:10:00,352,111,contato,140.0,1
V_M04506_M04524_TURN,V_M04506_M04524,turnaround,C,2026-03-20 15:40:00,2026-03-20 16:35:00,372,108,contato,125.0,1
V_M04505_M04520_TURN,V_M04505_M04520,turnaround,C,2026-03-20 15:40:00,2026-03-20 16:25:00,140,116,contato,230.0,1
V_M04509_M04525_TURN,V_M04509_M04525,turnaround,C,2026-03-20 15:55:00,2026-03-20 16:35:00,352,110,contato,135.0,1
V_M04511_M04529_TURN,V_M04511_M04529,turnaround,C,2026-03-20 16:00:00,2026-03-20 16:55:00,140,113,contato,150.0,1
V_M04512_M04537_TURN,V_M04512_M04537,turnaround,C,2026-03-20 16:05:00,2026-03-20 17:15:00,272,114,contato,155.0,1
V_M04514_M04543_TURN,V_M04514_M04543,turnaround,C,2026-03-20 16:10:00,2026-03-20 17:25:00,272,115,contato,160.0,1
V_M04513_M04532_TURN,V_M04513_M04532,turnaround,C,2026-03-20 16:10:00,2026-03-20 17:10:00,140,122,contato,260.0,1
V_M04516_M04531_TURN,V_M04516_M04531,turnaround,C,2026-03-20 16:15:00,2026-03-20 17:05:00,352,109,contato,130.0,1
V_M04517_M04546_TURN,V_M04517_M04546,turnaround,C,2026-03-20 16:15:00,2026-03-20 17:35:00,272,112,contato,145.0,1
V_M04518_M04534_TURN,V_M04518_M04534,turnaround,C,2026-03-20 16:20:00,2026-03-20 17:10:00,372,107,contato,120.0,1
V_M04519_M04547_TURN,V_M04519_M04547,turnaround,C,2026-03-20 16:25:00,2026-03-20 17:40:00,272,111,contato,140.0,1
V_M04522_M04551_TURN,V_M04522_M04551,turnaround,C,2026-03-20 16:30:00,2026-03-20 17:55:00,236,121,contato,255.0,1
V_M04521_M04542_TURN,V_M04521_M04542,turnaround,A,2026-03-20 16:30:00,2026-03-20 17:25:00,18,128,contato,290.0,1
V_M04523_M04540_TURN,V_M04523_M04540,turnaround,C,2026-03-20 16:35:00,2026-03-20 17:20:00,140,124,contato,270.0,1
V_M04473_M04539_DEP,V_M04473_M04539,departure,C,2026-03-20 16:35:00,2026-03-20 17:20:00,118,127,contato,285.0,1
V_M04526_M04552_TURN,V_M04526_M04552,turnaround,E,2026-03-20 16:40:00,2026-03-20 18:10:00,596,117,contato,235.0,1
V_M04527_M04556_TURN,V_M04527_M04556,turnaround,C,2026-03-20 16:50:00,2026-03-20 18:15:00,272,108,contato,125.0,1
V_M04528_M04544_TURN,V_M04528_M04544,turnaround,C,2026-03-20 16:50:00,2026-03-20 17:30:00,140,125,contato,275.0,1
V_M04530_M04548_TURN,V_M04530_M04548,turnaround,C,2026-03-20 17:00:00,2026-03-20 17:40:00,280,110,contato,135.0,1
V_M04535_M04550_TURN,V_M04535_M04550,turnaround,C,2026-03-20 17:10:00,2026-03-20 17:55:00,348,113,contato,150.0,1
V_M04538_M04557_TURN,V_M04538_M04557,turnaround,C,2026-03-20 17:20:00,2026-03-20 18:20:00,372,109,contato,130.0,1
V_M04541_M04553_TURN,V_M04541_M04553,turnaround,C,2026-03-20 17:25:00,2026-03-20 18:10:00,440,107,contato,120.0,1
V_M04545_M04559_TURN,V_M04545_M04559,turnaround,A,2026-03-20 17:35:00,2026-03-20 18:25:00,18,114,contato,155.0,1
V_M04549_M04561_TURN,V_M04549_M04561,turnaround,C,2026-03-20 17:50:00,2026-03-20 18:35:00,272,112,contato,145.0,1
V_M04554_M04565_TURN,V_M04554_M04565,turnaround,C,2026-03-20 18:10:00,2026-03-20 18:50:00,272,110,contato,135.0,1
V_M04555_M04567_TURN,V_M04555_M04567,turnaround,C,2026-03-20 18:15:00,2026-03-20 19:05:00,272,111,contato,140.0,1
V_M04558_M04568_TURN,V_M04558_M04568,turnaround,C,2026-03-20 18:25:00,2026-03-20 19:05:00,140,113,contato,150.0,1
V_M04560_M04570_TURN,V_M04560_M04570,turnaround,C,2026-03-20 18:30:00,2026-03-20 19:10:00,372,108,contato,125.0,1
V_M04562_M04572_TURN,V_M04562_M04572,turnaround,C,2026-03-20 18:35:00,2026-03-20 19:20:00,348,109,contato,130.0,1
V_M04563_M04607_TURN,V_M04563_M04607,turnaround,C,2026-03-20 18:40:00,2026-03-20 21:00:00,348,115,contato,160.0,1
V_M04564_M04574_TURN,V_M04564_M04574,turnaround,C,2026-03-20 18:45:00,2026-03-20 19:25:00,372,107,contato,120.0,1
V_M04566_M04579_TURN,V_M04566_M04579,turnaround,C,2026-03-20 19:00:00,2026-03-20 19:50:00,372,112,contato,145.0,1
V_M04569_M04592_TURN,V_M04569_M04592,turnaround,C,2026-03-20 19:10:00,2026-03-20 20:35:00,352,110,contato,135.0,1
V_M04571_M04584_TURN,V_M04571_M04584,turnaround,C,2026-03-20 19:15:00,2026-03-20 20:05:00,272,114,contato,155.0,1
V_M04575_M04587_TURN,V_M04575_M04587,turnaround,C,2026-03-20 19:30:00,2026-03-20 20:10:00,272,108,contato,125.0,1
V_M04576_M04617_TURN,V_M04576_M04617,turnaround,C,2026-03-20 19:35:00,2026-03-20 21:45:00,348,118,contato,240.0,1
V_M04577_M04591_TURN,V_M04577_M04591,turnaround,C,2026-03-20 19:45:00,2026-03-20 20:30:00,440,107,contato,120.0,1
V_M04578_M04608_TURN,V_M04578_M04608,turnaround,C,2026-03-20 19:50:00,2026-03-20 21:05:00,272,113,contato,150.0,1
V_M04581_M04600_TURN,V_M04581_M04600,turnaround,C,2026-03-20 19:55:00,2026-03-20 20:45:00,372,109,contato,130.0,1
V_M04582_M04597_TURN,V_M04582_M04597,turnaround,C,2026-03-20 19:55:00,2026-03-20 20:40:00,352,111,contato,140.0,1
V_M04580_M04624_TURN,V_M04580_M04624,turnaround,C,2026-03-20 19:55:00,2026-03-20 22:00:00,348,116,contato,230.0,1
V_M04585_M04627_TURN,V_M04585_M04627,turnaround,C,2026-03-20 20:05:00,2026-03-20 22:05:00,348,112,contato,145.0,1
V_M04586_M04619_TURN,V_M04586_M04619,turnaround,C,2026-03-20 20:10:00,2026-03-20 21:50:00,140,130,contato,300.0,1
V_M04588_M04640_TURN,V_M04588_M04640,turnaround,C,2026-03-20 20:20:00,2026-03-20 22:55:00,348,119,contato,245.0,1
V_M04589_M04614_TURN,V_M04589_M04614,turnaround,C,2026-03-20 20:25:00,2026-03-20 21:35:00,272,108,contato,125.0,1
V_M04590_M04623_TURN,V_M04590_M04623,turnaround,C,2026-03-20 20:30:00,2026-03-20 21:55:00,140,131,contato,305.0,1
V_M04593_M04618_TURN,V_M04593_M04618,turnaround,C,2026-03-20 20:35:00,2026-03-20 21:50:00,272,124,contato,270.0,1
V_M04594_M04616_TURN,V_M04594_M04616,turnaround,C,2026-03-20 20:35:00,2026-03-20 21:45:00,272,128,contato,290.0,1
V_M04595_M04641_TURN,V_M04595_M04641,turnaround,C,2026-03-20 20:40:00,2026-03-20 22:55:00,348,121,contato,255.0,1
V_M04598_M04625_TURN,V_M04598_M04625,turnaround,C,2026-03-20 20:45:00,2026-03-20 22:00:00,272,107,contato,120.0,1
V_M04599_M04642_TURN,V_M04599_M04642,turnaround,C,2026-03-20 20:45:00,2026-03-20 23:10:00,348,114,contato,155.0,1
V_M04602_M04643_TURN,V_M04602_M04643,turnaround,C,2026-03-20 20:50:00,2026-03-20 23:10:00,348,110,contato,135.0,1
V_M04601_M04639_TURN,V_M04601_M04639,turnaround,C,2026-03-20 20:50:00,2026-03-20 22:50:00,140,132,contato,310.0,1
V_M04603_M04645_TURN,V_M04603_M04645,turnaround,C,2026-03-20 20:55:00,2026-03-20 23:25:00,348,111,contato,140.0,1
V_M04606_M04646_TURN,V_M04606_M04646,turnaround,C,2026-03-20 21:00:00,2026-03-20 23:25:00,348,109,contato,130.0,1
V_M04605_M04629_TURN,V_M04605_M04629,turnaround,C,2026-03-20 21:00:00,2026-03-20 22:15:00,272,127,contato,285.0,1
V_M04609_M04630_TURN,V_M04609_M04630,turnaround,C,2026-03-20 21:05:00,2026-03-20 22:20:00,272,125,contato,275.0,1
V_M04612_M04633_TURN,V_M04612_M04633,turnaround,C,2026-03-20 21:15:00,2026-03-20 22:30:00,272,122,contato,260.0,1
V_M04613_M04644_TURN,V_M04613_M04644,turnaround,C,2026-03-20 21:35:00,2026-03-20 23:20:00,272,113,contato,150.0,1
V_M04615_M04648_TURN,V_M04615_M04648,turnaround,C,2026-03-20 21:45:00,2026-03-20 23:30:00,272,115,contato,160.0,1
V_M04620_M04652_TURN,V_M04620_M04652,turnaround,C,2026-03-20 21:50:00,2026-03-20 23:50:00,348,108,contato,125.0,1
V_M04622_M04649_TURN,V_M04622_M04649,turnaround,C,2026-03-20 21:55:00,2026-03-20 23:35:00,272,129,contato,295.0,1
V_M04635_M04651_TURN,V_M04635_M04651,turnaround,C,2026-03-20 22:35:00,2026-03-20 23:50:00,272,112,contato,145.0,1
V_M04637_M04654_TURN,V_M04637_M04654,turnaround,C,2026-03-20 22:40:00,2026-03-20 23:55:00,272,107,contato,120.0,1
V_M04655_M04656_TURN,V_M04655_M04656,turnaround,C,2026-03-21 00:35:00,2026-03-21 01:40:00,320,107,contato,120.0,1
V_M04657_M04668_TURN,V_M04657_M04668,turnaround,C,2026-03-21 05:00:00,2026-03-21 06:00:00,348,107,contato,120.0,1
V_M04658_M04699_TURN,V_M04658_M04699,turnaround,C,2026-03-21 05:00:00,2026-03-21 07:50:00,348,112,contato,145.0,1
V_M04660_M04672_TURN,V_M04660_M04672,turnaround,C,2026-03-21 05:05:00,2026-03-21 06:15:00,272,108,contato,125.0,1
V_M04659_M04669_TURN,V_M04659_M04669,turnaround,C,2026-03-21 05:05:00,2026-03-21 06:05:00,272,109,contato,130.0,1
V_M04661_M04695_TURN,V_M04661_M04695,turnaround,C,2026-03-21 05:10:00,2026-03-21 07:40:00,272,110,contato,135.0,1
V_M04662_M04703_TURN,V_M04662_M04703,turnaround,C,2026-03-21 05:10:00,2026-03-21 08:00:00,348,115,contato,160.0,1
V_M04663_M04705_TURN,V_M04663_M04705,turnaround,C,2026-03-21 05:15:00,2026-03-21 08:00:00,348,114,contato,155.0,1
V_M04664_M04706_TURN,V_M04664_M04706,turnaround,C,2026-03-21 05:20:00,2026-03-21 08:05:00,348,116,contato,230.0,1
V_M04665_M04707_TURN,V_M04665_M04707,turnaround,C,2026-03-21 05:25:00,2026-03-21 08:05:00,348,111,contato,140.0,1
V_M04674_M04708_TURN,V_M04674_M04708,turnaround,C,2026-03-21 06:35:00,2026-03-21 08:10:00,348,118,contato,240.0,1
V_M04676_M04712_TURN,V_M04676_M04712,turnaround,C,2026-03-21 06:45:00,2026-03-21 08:20:00,140,134,contato,320.0,1
V_M04677_M04717_TURN,V_M04677_M04717,turnaround,C,2026-03-21 06:50:00,2026-03-21 08:30:00,140,133,contato,315.0,1
V_M04679_M04698_TURN,V_M04679_M04698,turnaround,C,2026-03-21 06:55:00,2026-03-21 07:50:00,272,119,contato,245.0,1
V_M04678_M04697_TURN,V_M04678_M04697,turnaround,C,2026-03-21 06:55:00,2026-03-21 07:45:00,272,130,contato,300.0,1
V_M04680_M04710_TURN,V_M04680_M04710,turnaround,C,2026-03-21 07:00:00,2026-03-21 08:15:00,272,124,contato,270.0,1
V_M04681_M04701_TURN,V_M04681_M04701,turnaround,C,2026-03-21 07:00:00,2026-03-21 07:55:00,272,131,contato,305.0,1
V_M04684_M04721_TURN,V_M04684_M04721,turnaround,C,2026-03-21 07:05:00,2026-03-21 08:45:00,140,132,contato,310.0,1
V_M04685_M04702_TURN,V_M04685_M04702,turnaround,C,2026-03-21 07:10:00,2026-03-21 07:55:00,440,107,contato,120.0,1
V_M04687_M04713_TURN,V_M04687_M04713,turnaround,C,2026-03-21 07:10:00,2026-03-21 08:20:00,272,121,contato,255.0,1
V_M04686_M04711_TURN,V_M04686_M04711,turnaround,C,2026-03-21 07:10:00,2026-03-21 08:15:00,272,129,contato,295.0,1
V_M04688_M04714_TURN,V_M04688_M04714,turnaround,C,2026-03-21 07:15:00,2026-03-21 08:25:00,272,122,contato,260.0,1
V_M04689_M04715_TURN,V_M04689_M04715,turnaround,C,2026-03-21 07:15:00,2026-03-21 08:25:00,272,128,contato,290.0,1
V_M04691_M04709_TURN,V_M04691_M04709,turnaround,C,2026-03-21 07:20:00,2026-03-21 08:10:00,348,108,contato,125.0,1
V_M04690_M04716_TURN,V_M04690_M04716,turnaround,C,2026-03-21 07:20:00,2026-03-21 08:30:00,272,127,contato,285.0,1
V_M04693_M04720_TURN,V_M04693_M04720,turnaround,C,2026-03-21 07:25:00,2026-03-21 08:40:00,348,113,contato,150.0,1
V_M04694_M04722_TURN,V_M04694_M04722,turnaround,C,2026-03-21 07:30:00,2026-03-21 08:45:00,272,125,contato,275.0,1
V_M04696_M04718_TURN,V_M04696_M04718,turnaround,C,2026-03-21 07:45:00,2026-03-21 08:35:00,372,109,contato,130.0,1
V_M04700_M04723_TURN,V_M04700_M04723,turnaround,C,2026-03-21 07:55:00,2026-03-21 08:45:00,352,110,contato,135.0,1
V_M04719_M04732_TURN,V_M04719_M04732,turnaround,C,2026-03-21 08:40:00,2026-03-21 09:50:00,372,108,contato,125.0,1
