Chegada Partida,Natureza,Data,Empresa,Voo,Aeronave,Horário (Hora Local),Origem Destino,Assentos,Tipo de Serviço,Dia da Semana
Partida,DOM,06/03/2026,Azul,4420,AT7,21:50,MOC,70,Voo Regular,Sexta
Chegada,DOM,06/03/2026,Azul,4752,295,21:55,GIG,136,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4139,AT7,21:55,IPN,70,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,2923,32N,22:00,POA,174,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4126,295,22:00,BSB,136,Voo Regular,Sexta
Chegada,DOM,06/03/2026,Azul,4472,32N,22:05,SSA,174,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4598,32N,22:05,RBR,174,Voo Regular,Sexta
Chegada,DOM,06/03/2026,Latam,3126,320,22:10,CGH,176,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4225,295,22:15,FLN,136,Voo Regular,Sexta
Chegada,DOM,06/03/2026,Gol,1718,73H,22:20,BSB,186,Voo Regular,Sexta
Chegada,DOM,06/03/2026,Gol,2088,73H,22:20,GIG,186,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,2851,295,22:20,GYN,136,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,2752,295,22:30,SSA,136,Voo Regular,Sexta
Chegada,DOM,06/03/2026,Azul Conecta,5149,208,22:35,RRJ,9,Voo Regular,Sexta
Chegada,DOM,06/03/2026,Azul,2881,295,22:35,GRU,136,Voo Regular,Sexta
Chegada,DOM,06/03/2026,Gol,1370,73H,22:35,CGH,186,Voo Regular,Sexta
Chegada,DOM,06/03/2026,Azul,4484,295,22:40,VCP,136,Voo Regular,Sexta
Chegada,DOM,06/03/2026,Azul,2665,295,22:50,VIX,136,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4376,AT7,22:50,UDI,70,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,2760,32N,22:55,FOR,174,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4438,32N,22:55,BEL,174,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,2735,32N,23:10,SLZ,174,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4604,32N,23:10,REC,174,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,2878,295,23:20,IMP,136,Voo Regular,Sexta
Chegada,DOM,06/03/2026,Latam,3092,320,23:25,CGH,176,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4000,32N,23:25,NAT,174,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4411,32N,23:25,MAB,174,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4110,295,23:30,GIG,136,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4412,295,23:35,VIX,136,Voo Regular,Sexta
Chegada,DOM,06/03/2026,Latam,4544,321,23:45,GRU,220,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4256,295,23:50,CGB,136,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4259,32N,23:50,MCZ,174,Voo Regular,Sexta
Chegada,DOM,06/03/2026,Gol,1338,73H,23:55,GRU,186,Voo Regular,Sexta
Partida,DOM,06/03/2026,Azul,4408,295,23:55,PMW,136,Voo Regular,Sexta
Chegada,INT,07/03/2026,Copa,765,73H,00:35,PTY,160,Voo Regular,Sabado
Partida,INT,07/03/2026,Copa,734,73H,01:40,PTY,160,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4290,32N,05:00,MCZ,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4439,32N,05:00,BEL,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4257,295,05:05,CGB,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4409,295,05:05,PMW,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,3561,320,05:05,GRU,176,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2879,295,05:10,IMP,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4088,32N,05:10,MAB,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2761,32N,05:15,FOR,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4605,32N,05:20,REC,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4414,32N,05:25,SLZ,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2801,32N,06:00,REC,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,2089,73H,06:00,GIG,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4188,295,06:05,VCP,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,3191,320,06:05,CGH,176,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,3725,321,06:05,BSB,220,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2728,295,06:15,POA,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,1357,73H,06:20,GRU,186,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4599,32N,06:35,RBR,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,1623,73H,06:35,BSB,186,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4029,AT7,06:45,IPN,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4377,AT7,06:50,UDI,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2604,295,06:55,BSB,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4060,295,06:55,CWB,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2957,295,07:00,GYN,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4553,295,07:00,SSA,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,1311,73H,07:00,CGH,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,3047,320,07:00,CGH,176,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4421,AT7,07:05,MOC,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4413,295,07:10,VIX,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4522,295,07:10,GRU,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Latam,3453,321,07:10,POA,220,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2936,295,07:15,SDU,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4505,295,07:15,GIG,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2967,295,07:20,FLN,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4030,32N,07:20,CGH,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,4712,320,07:20,GRU,176,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2909,32N,07:25,POA,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4043,295,07:30,VCP,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2814,295,07:40,GRU,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,1300,73H,07:45,CGH,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4096,295,07:45,VCP,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4246,32N,07:50,FOR,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4401,32N,07:50,MCZ,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Latam,3190,320,07:55,CGH,176,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2738,295,07:55,SSA,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,3454,321,07:55,POA,220,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2423,32N,08:00,NAT,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4066,32N,08:00,MAO,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,1994,73H,08:00,BPS,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2430,32N,08:05,JPA,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2857,295,08:05,CWB,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2497,32N,08:10,AJU,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,5089,32N,08:10,REC,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2636,295,08:15,CGH,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2948,295,08:15,SDU,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2875,AT7,08:20,GVR,70,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4223,295,08:20,GYN,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2599,295,08:25,IGU,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4708,295,08:25,BSB,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2759,295,08:30,VIX,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,5033,AT7,08:30,SSA,70,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4931,E95,08:35,GIG,118,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,1317,73H,08:35,CGH,186,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,1304,73H,08:40,CGH,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2474,32N,08:40,BPS,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4114,295,08:45,VDC,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4244,AT7,08:45,UDI,70,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,3039,320,08:45,CGH,176,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul Conecta,5112,208,09:00,IAL,9,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4729,32N,09:00,BEL,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2658,295,09:05,VCP,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul Conecta,5132,208,09:05,POJ,9,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,6122,AT7,09:05,UBA,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,2042,73H,09:10,GIG,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2623,295,09:20,REC,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Latam,3552,321,09:30,GRU,220,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4328,295,09:45,VCP,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Latam,3720,320,09:50,BSB,176,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,1700,73H,10:00,BSB,186,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4214,295,10:15,CGH,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,3553,321,10:15,GRU,220,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,9713,73H,10:20,MCZ,186,Voo Extra,Sabado
Chegada,DOM,07/03/2026,Gol,1320,73H,10:25,GRU,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,2050,73H,10:30,BPS,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,3721,320,10:35,BSB,176,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2758,AT7,10:40,GVR,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,1184,73H,10:50,CGH,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4800,295,10:55,BEL,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4118,295,11:05,SDU,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,9727,73H,11:05,BPS,186,Voo Extra,Sabado
Chegada,DOM,07/03/2026,Azul,2672,295,11:10,VIX,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4570,295,11:10,GRU,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,1323,73H,11:10,GRU,186,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4045,295,11:15,VCP,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4135,AT7,11:15,IPN,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,1995,73H,11:20,BPS,186,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4932,E95,11:25,GIG,118,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2729,295,11:30,POA,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2802,32N,11:40,REC,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,6064,295,11:40,CGH,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,5068,295,11:45,BSB,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2475,32N,11:55,BPS,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4542,295,11:55,CWB,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4115,295,12:00,VDC,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2905,E95,12:00,SDU,118,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4016,295,12:05,GYN,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4814,AT7,12:05,UDI,70,Voo Regular,Sabado
Partida,INT,07/03/2026,Gol,7792,73H,12:05,AEP,186,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2446,295,12:15,SSA,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,6123,AT7,12:15,UBA,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Latam,3050,320,12:15,CGH,176,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Latam,3344,320,12:25,GRU,176,Voo Regular,Sabado
Partida,INT,07/03/2026,Azul,8730,763,12:25,MCO,267,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul Conecta,5133,208,12:35,POJ,9,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4236,295,12:35,GRU,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2780,295,12:40,BSB,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4851,295,12:40,CPV,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4179,AT7,12:45,UDI,70,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,1834,73H,12:45,SSA,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2424,295,12:50,IOS,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2867,295,12:50,GYN,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2523,32N,12:55,AJU,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2472,32N,12:55,REC,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,3105,320,12:55,CGH,176,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4402,32N,13:00,MCZ,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,2043,73H,13:00,GIG,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2925,295,13:00,CGB,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4321,295,13:00,VCP,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul Conecta,5113,208,13:05,IAL,9,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2607,295,13:10,VCP,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4300,295,13:10,SSA,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,3309,320,13:10,GRU,176,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4709,AT7,13:15,IPN,70,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4293,AT7,13:15,MOC,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2598,295,13:25,IGU,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul Conecta,5258,208,13:25,PYT,9,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,6061,E95,13:40,CGH,118,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2478,32N,13:40,BPS,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2444,32N,13:45,FOR,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,2011,73H,13:45,GIG,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4331,AT7,13:55,REC,70,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul Conecta,5192,208,14:00,JMA,9,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2516,295,14:00,JJD,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4312,32N,14:05,FOR,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2575,32N,14:05,MCZ,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4917,295,14:05,VCP,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2701,295,14:10,NAT,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Latam,3554,321,14:25,GRU,220,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2757,295,14:30,POA,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4117,E95,14:45,SDU,118,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4319,32N,14:55,THE,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,6077,E95,15:00,CGH,118,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,6038,E95,15:20,CGH,118,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,2149,73H,15:20,SSA,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,3555,321,15:25,GRU,220,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,9714,73H,15:35,MCZ,186,Voo Extra,Sabado
Chegada,DOM,07/03/2026,Azul,5031,295,15:45,GRU,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4046,295,15:45,VCP,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4251,AT7,16:00,MOC,70,Voo Regular,Sabado
Chegada,INT,07/03/2026,Tap,103,339,16:00,LIS,298,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,2038,73H,16:00,SSA,186,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4957,295,16:05,VCP,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4180,AT7,16:10,UDI,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4721,295,16:10,BSB,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4125,295,16:15,GYN,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4351,E95,16:20,CGH,118,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2425,295,16:25,IOS,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,1369,73H,16:30,CGH,186,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul Conecta,5191,208,16:35,JMA,9,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Latam,3722,319,16:45,BSB,140,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2587,32N,16:50,BPS,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4667,295,17:10,VCP,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2910,295,17:15,VIX,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4799,295,17:15,BSB,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,6182,AT7,17:20,RAO,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,2051,73H,17:25,BPS,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4436,295,17:25,GIG,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul Conecta,5259,208,17:30,PYT,9,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4751,E95,17:35,SDU,118,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2431,32N,17:40,BPS,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4227,295,17:40,GYN,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2962,295,17:45,SSA,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2484,295,17:45,SSA,136,Voo Regular,Sabado
Chegada,INT,07/03/2026,Latam Colombia,2533,76V,17:50,BOG,0,Carga,Sabado
Chegada,DOM,07/03/2026,Latam,3556,320,17:55,GRU,176,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2635,295,18:00,VCP,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,3723,319,18:10,BSB,140,Voo Regular,Sabado
Partida,INT,07/03/2026,Tap,104,339,18:10,LIS,298,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4419,295,18:15,CGB,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Latam,3042,320,18:15,CGH,176,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4289,295,18:25,CPV,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,1324,73H,18:30,GRU,186,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2930,32N,18:40,REC,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,1879,73H,18:40,SSA,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam Colombia,2533,76V,19:00,VCP,0,Carga,Sabado
Partida,DOM,07/03/2026,Azul,4142,AT7,19:05,IPN,70,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,4701,320,19:05,CGH,176,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,5023,AT7,19:10,SSA,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Latam,3790,321,19:10,GRU,220,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2576,32N,19:15,MCZ,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2625,32N,19:20,REC,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2920,295,19:30,VCP,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2645,295,19:35,REC,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,1346,73H,19:35,CGH,186,Voo Regular,Sabado
Chegada,INT,07/03/2026,Gol,7791,73H,19:35,AEP,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,1874,73H,19:40,BPS,186,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2763,295,19:45,POA,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Latam,3590,321,19:45,POA,220,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4577,32N,19:55,BEL,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,9730,73H,19:55,BPS,186,Voo Extra,Sabado
Partida,DOM,07/03/2026,Latam,3557,321,19:55,GRU,220,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2950,295,20:00,VIX,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2921,295,20:10,VCP,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2545,32N,20:15,FOR,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4437,295,20:15,GIG,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2702,295,20:20,NAT,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4454,E95,20:20,CGH,118,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2517,295,20:25,JJD,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2935,E95,20:25,SDU,118,Voo Regular,Sabado
Partida,DOM,07/03/2026,Gol,1799,73H,20:25,CGH,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Latam,3591,321,20:30,POA,220,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2473,32N,20:35,REC,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2811,295,20:35,BEL,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4298,32N,20:40,THE,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4521,295,20:45,BSB,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2427,32N,20:50,BPS,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,6183,AT7,20:50,RAO,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4163,32N,20:55,MAO,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4330,AT7,21:00,REC,70,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4455,32N,21:00,CGH,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4138,AT7,21:05,IPN,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2643,295,21:15,VCP,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2908,295,21:15,SDU,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2445,32N,21:20,JPA,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4185,295,21:35,GYN,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4082,295,21:35,VCP,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2809,E95,21:40,SDU,118,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4212,295,21:45,GRU,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4438,32N,21:45,BEL,174,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Latam,3724,321,21:50,BSB,220,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4061,295,21:50,CWB,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4420,AT7,21:50,MOC,70,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4139,AT7,21:55,IPN,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,2562,32N,22:00,NAT,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2923,32N,22:00,POA,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4126,295,22:00,BSB,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4472,295,22:05,SSA,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Latam,3126,320,22:10,CGH,176,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4225,295,22:15,FLN,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2851,295,22:20,GYN,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2760,295,22:30,FOR,136,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Azul,4484,295,22:40,VCP,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2612,32N,22:40,PVH,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4376,AT7,22:50,UDI,70,Voo Regular,Sabado
Chegada,DOM,07/03/2026,Gol,1875,73H,22:55,BPS,186,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2735,32N,23:10,SLZ,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4604,32N,23:10,REC,174,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,2878,295,23:20,IMP,136,Voo Regular,Sabado
Partida,DOM,07/03/2026,Azul,4411,32N,23:25,MAB,174,Voo Regular,Sabado
